Number,Sample,Formation,Pathway
2346,Cuimba_ccam,Gale crater,Gale crater
2347,Cuimba_ccam,Gale crater,Gale crater
2348,Cuimba_ccam,Gale crater,Gale crater
2349,Cuimba_ccam,Gale crater,Gale crater
2350,Cuimba_ccam,Gale crater,Gale crater
2351,Cuimba_ccam,Gale crater,Gale crater
2352,Omusati,Gale crater,Gale crater
2353,Omusati,Gale crater,Gale crater
2354,Omusati,Gale crater,Gale crater
2355,Omusati,Gale crater,Gale crater
2356,Omusati,Gale crater,Gale crater
2357,Omusati,Gale crater,Gale crater
2358,Quela_Drill_Hole_CCAM,Gale crater,Gale crater
2359,Quela_Drill_Hole_CCAM,Gale crater,Gale crater
2360,Quela_Drill_Hole_CCAM,Gale crater,Gale crater
2361,Quela_Drill_Hole_CCAM,Gale crater,Gale crater
2362,Quela_Drill_Hole_CCAM,Gale crater,Gale crater
2363,Quela_Drill_Hole_CCAM,Gale crater,Gale crater
2364,Quela_Drill_Hole_CCAM,Gale crater,Gale crater
2365,Quela_Drill_Hole_CCAM,Gale crater,Gale crater
2366,Quela_Drill_Hole_CCAM_1,Gale crater,Gale crater
2367,Quela_Drill_Hole_CCAM_1,Gale crater,Gale crater
2368,Goantagab,Gale crater,Gale crater
2369,Goantagab,Gale crater,Gale crater
2370,Goantagab,Gale crater,Gale crater
2371,Goantagab,Gale crater,Gale crater
2372,Goantagab,Gale crater,Gale crater
2373,Cacolo,Gale crater,Gale crater
2374,Chiagne,Gale crater,Gale crater
2375,Caboledo,Gale crater,Gale crater
2376,Caboledo,Gale crater,Gale crater
2377,Chissamba,Gale crater,Gale crater
2378,Chissamba,Gale crater,Gale crater
2379,Kopong_CCAM,Gale crater,Gale crater
2380,Kopong_CCAM,Gale crater,Gale crater
2381,Chadibe_ccam,Gale crater,Gale crater
2382,Bobonong,Gale crater,Gale crater
2383,Bobonong,Gale crater,Gale crater
2384,Dukwi,Gale crater,Gale crater
2385,Catumbela_CCAM,Gale crater,Gale crater
2386,Coutada,Gale crater,Gale crater
2387,Tutume,Gale crater,Gale crater
2388,Tutume,Gale crater,Gale crater
2389,Tutume,Gale crater,Gale crater
2390,Tutume,Gale crater,Gale crater
2391,Sangwali,Gale crater,Gale crater
2392,Katima_Mulilo,Gale crater,Gale crater
2393,Katima_Mulilo,Gale crater,Gale crater
2394,Mussende,Gale crater,Gale crater
2395,Mavinga,Gale crater,Gale crater
2396,Mavinga,Gale crater,Gale crater
2397,Mavinga,Gale crater,Gale crater
2398,Nokaneng,Gale crater,Gale crater
2399,Nokaneng,Gale crater,Gale crater
2400,Nokaneng,Gale crater,Gale crater
2401,Sebina_presieve_dump_ccam_2,Gale crater,Gale crater
2402,Sebina_tailings_ccam_2,Gale crater,Gale crater
2403,Nokaneng_2,Gale crater,Gale crater
2404,Nokaneng_2,Gale crater,Gale crater
2405,Nokaneng_2,Gale crater,Gale crater
2406,Nokaneng_2,Gale crater,Gale crater
2407,Ranaka,Gale crater,Gale crater
2408,Ranaka,Gale crater,Gale crater
2409,Ranaka,Gale crater,Gale crater
2410,The_Bowl,Gale crater,Gale crater
2411,The_Bowl,Gale crater,Gale crater
2412,Somesville,Gale crater,Gale crater
2413,Sand_Beach,Gale crater,Gale crater
2414,Sand_Beach,Gale crater,Gale crater
2415,Sand_Beach,Gale crater,Gale crater
2416,Pemetic,Gale crater,Gale crater
2417,Ship_Island,Gale crater,Gale crater
2418,Burnt_Porcupine,Gale crater,Gale crater
2419,Burnt_Porcupine,Gale crater,Gale crater
2420,Burnt_Porcupine,Gale crater,Gale crater
2421,Duck_Harbor,Gale crater,Gale crater
2422,Duck_Harbor,Gale crater,Gale crater
2423,Duck_Harbor,Gale crater,Gale crater
2424,Birch_Point,Gale crater,Gale crater
2425,Hunters_Beach_2,Gale crater,Gale crater
2426,Hunters_Beach_2,Gale crater,Gale crater
2427,Hunters_Beach_2,Gale crater,Gale crater
2428,Blue_Hill,Gale crater,Gale crater
2429,Blue_Hill,Gale crater,Gale crater
2430,Blue_Hill_2,Gale crater,Gale crater
2431,Blue_Hill_3,Gale crater,Gale crater
2432,Bear_Brook,Gale crater,Gale crater
2433,Bear_Brook,Gale crater,Gale crater
2434,Bear_Brook,Gale crater,Gale crater
2435,Bear_Brook,Gale crater,Gale crater
2436,Long_Porcupine,Gale crater,Gale crater
2437,Long_Porcupine,Gale crater,Gale crater
2438,Long_Porcupine,Gale crater,Gale crater
2439,Moore_Harbor,Gale crater,Gale crater
2440,Goose_Cove,Gale crater,Gale crater
2441,Goose_Cove,Gale crater,Gale crater
2442,Goose_Cove,Gale crater,Gale crater
2443,Goose_Cove,Gale crater,Gale crater
2444,Goose_Cove,Gale crater,Gale crater
2445,Goose_Cove,Gale crater,Gale crater
2446,Goose_Cove,Gale crater,Gale crater
2447,Goose_Cove,Gale crater,Gale crater
2448,Deep_Cove,Gale crater,Gale crater
2449,North_Bubble,Gale crater,Gale crater
2450,North_Bubble,Gale crater,Gale crater
2451,North_Bubble,Gale crater,Gale crater
2452,North_Bubble,Gale crater,Gale crater
2453,North_Bubble,Gale crater,Gale crater
2454,North_Bubble,Gale crater,Gale crater
2455,Birch_Harbor_Mountain,Gale crater,Gale crater
2456,Birch_Harbor_Mountain,Gale crater,Gale crater
2457,Megunticook,Gale crater,Gale crater
2458,Spruce_Top,Gale crater,Gale crater
2459,aegis_post_1582a,Gale crater,Gale crater
2460,Benner_Hill_1,Gale crater,Gale crater
2461,Benner_Hill_1,Gale crater,Gale crater
2462,Benner_Hill_2,Gale crater,Gale crater
2463,Mapleton,Gale crater,Gale crater
2464,Mapleton,Gale crater,Gale crater
2465,Mapleton,Gale crater,Gale crater
2466,Mapleton,Gale crater,Gale crater
2467,Mapleton,Gale crater,Gale crater
2468,aegis_post_1605a,Gale crater,Gale crater
2469,aegis_post_1605a,Gale crater,Gale crater
2470,aegis_post_1605a,Gale crater,Gale crater
2471,Quimby,Gale crater,Gale crater
2472,Quimby,Gale crater,Gale crater
2473,Bucksport,Gale crater,Gale crater
2474,Bucksport,Gale crater,Gale crater
2475,Bucksport,Gale crater,Gale crater
2476,Bucksport,Gale crater,Gale crater
2477,Bucksport,Gale crater,Gale crater
2478,Passagassawakeag,Gale crater,Gale crater
2479,Passagassawakeag,Gale crater,Gale crater
2480,Passagassawakeag,Gale crater,Gale crater
2481,Passagassawakeag,Gale crater,Gale crater
2482,Passagassawakeag,Gale crater,Gale crater
2483,Passagassawakeag,Gale crater,Gale crater
2484,Passagassawakeag,Gale crater,Gale crater
2485,Passagassawakeag,Gale crater,Gale crater
2486,Passagassawakeag,Gale crater,Gale crater
2487,Wassataquoik,Gale crater,Gale crater
2488,Wassataquoik,Gale crater,Gale crater
2489,Wassataquoik,Gale crater,Gale crater
2490,Wassataquoik,Gale crater,Gale crater
2491,Wassataquoik,Gale crater,Gale crater
2492,Fogelin,Gale crater,Gale crater
2493,Patch_Mountain,Gale crater,Gale crater
2494,Patch_Mountain,Gale crater,Gale crater
2495,Columbia_Falls,Gale crater,Gale crater
2496,Loon_Stream,Gale crater,Gale crater
2497,New_Sweden,Gale crater,Gale crater
2498,New_Sweden,Gale crater,Gale crater
2499,New_Sweden,Gale crater,Gale crater
2500,New_Sweden,Gale crater,Gale crater
2501,New_Sweden,Gale crater,Gale crater
2502,Towow,Gale crater,Gale crater
2503,Towow,Gale crater,Gale crater
2504,Towow,Gale crater,Gale crater
2505,Towow,Gale crater,Gale crater
2506,Towow,Gale crater,Gale crater
2507,Macworth,Gale crater,Gale crater
2508,Macworth,Gale crater,Gale crater
2509,Macworth,Gale crater,Gale crater
2510,Macworth,Gale crater,Gale crater
2511,Macworth,Gale crater,Gale crater
2512,Macworth,Gale crater,Gale crater
2513,Macworth,Gale crater,Gale crater
2514,Macworth,Gale crater,Gale crater
2515,Macworth,Gale crater,Gale crater
2516,Macworth,Gale crater,Gale crater
2517,Depot_Mountain,Gale crater,Gale crater
2518,Depot_Mountain,Gale crater,Gale crater
2519,Depot_Mountain,Gale crater,Gale crater
2520,Depot_Mountain,Gale crater,Gale crater
2521,Depot_Mountain,Gale crater,Gale crater
2522,Depot_Mountain,Gale crater,Gale crater
2523,Leighton,Gale crater,Gale crater
2524,Leighton,Gale crater,Gale crater
2525,Leighton,Gale crater,Gale crater
2526,Carrassett,Gale crater,Gale crater
2527,Carrassett,Gale crater,Gale crater
2528,Carrassett,Gale crater,Gale crater
2529,Carrassett,Gale crater,Gale crater
2530,Carrassett,Gale crater,Gale crater
2531,Carrassett,Gale crater,Gale crater
2532,Carrassett,Gale crater,Gale crater
2533,Carrassett,Gale crater,Gale crater
2534,Carrassett,Gale crater,Gale crater
2535,Carrassett,Gale crater,Gale crater
2536,Hersey,Gale crater,Gale crater
2537,Swanback,Gale crater,Gale crater
2538,Swanback,Gale crater,Gale crater
2539,Swanback,Gale crater,Gale crater
2540,Swanback,Gale crater,Gale crater
2541,Swanback,Gale crater,Gale crater
2542,Swanback,Gale crater,Gale crater
2543,Swanback,Gale crater,Gale crater
2544,Swanback,Gale crater,Gale crater
2545,Swanback,Gale crater,Gale crater
2546,Swanback,Gale crater,Gale crater
2547,Mattawamkeag,Gale crater,Gale crater
2548,Mattawamkeag,Gale crater,Gale crater
2549,Mattawamkeag,Gale crater,Gale crater
2550,Mattawamkeag,Gale crater,Gale crater
2551,Mattawamkeag,Gale crater,Gale crater
2552,aegis_post_1631a,Gale crater,Gale crater
2553,aegis_post_1631a,Gale crater,Gale crater
2554,Spring_Point_CCAM,Gale crater,Gale crater
2555,Spring_Point_CCAM,Gale crater,Gale crater
2556,Hardwood_Mountain,Gale crater,Gale crater
2557,Hardwood_Mountain,Gale crater,Gale crater
2558,Hardwood_Mountain,Gale crater,Gale crater
2559,Hardwood_Mountain,Gale crater,Gale crater
2560,Spragueville_ccam,Gale crater,Gale crater
2561,Spragueville_ccam,Gale crater,Gale crater
2562,Spragueville_ccam,Gale crater,Gale crater
2563,Spragueville_ccam,Gale crater,Gale crater
2564,Spragueville_ccam,Gale crater,Gale crater
2565,Spragueville_ccam,Gale crater,Gale crater
2566,Spragueville_ccam,Gale crater,Gale crater
2567,Spragueville_ccam,Gale crater,Gale crater
2568,Spragueville_ccam,Gale crater,Gale crater
2569,Ripogenus_ccam,Gale crater,Gale crater
2570,Ripogenus_ccam,Gale crater,Gale crater
2571,Ripogenus_ccam,Gale crater,Gale crater
2572,Ripogenus_ccam,Gale crater,Gale crater
2573,Ripogenus_ccam,Gale crater,Gale crater
2574,Ripogenus_ccam,Gale crater,Gale crater
2575,Holmes_Hole,Gale crater,Gale crater
2576,Holmes_Hole,Gale crater,Gale crater
2577,Holmes_Hole,Gale crater,Gale crater
2578,Spragueville_ccam_2,Gale crater,Gale crater
2579,Spragueville_ccam_2,Gale crater,Gale crater
2580,Spragueville_ccam_2,Gale crater,Gale crater
2581,Spragueville_ccam_2,Gale crater,Gale crater
2582,Spragueville_ccam_2,Gale crater,Gale crater
2583,Spragueville_ccam_2,Gale crater,Gale crater
2584,Spragueville_ccam_2,Gale crater,Gale crater
2585,Spragueville_ccam_2,Gale crater,Gale crater
2586,Greenvale_Cove,Gale crater,Gale crater
2587,Greenvale_Cove,Gale crater,Gale crater
2588,Greenvale_Cove,Gale crater,Gale crater
2589,Greenvale_Cove,Gale crater,Gale crater
2590,Greenvale_Cove,Gale crater,Gale crater
2591,Greenvale_Cove,Gale crater,Gale crater
2592,Greenvale_Cove,Gale crater,Gale crater
2593,Dram_Island,Gale crater,Gale crater
2594,Vinalhaven,Gale crater,Gale crater
2595,Snows_Point,Gale crater,Gale crater
2596,Snows_Point,Gale crater,Gale crater
2597,Snows_Point,Gale crater,Gale crater
2598,Snows_Point,Gale crater,Gale crater
2599,Snows_Point,Gale crater,Gale crater
2600,Snows_Point,Gale crater,Gale crater
2601,Snows_Point,Gale crater,Gale crater
2602,Clam_Ledge,Gale crater,Gale crater
2603,Clam_Ledge,Gale crater,Gale crater
2604,Bald_Rock_Ledge,Gale crater,Gale crater
2605,Bald_Rock_Ledge,Gale crater,Gale crater
2606,Bald_Rock_Ledge,Gale crater,Gale crater
2607,aegis_post_1646a,Gale crater,Gale crater
2608,aegis_post_1646a,Gale crater,Gale crater
2609,Damariscotta_Lake,Gale crater,Gale crater
2610,Mount_Katahdin,Gale crater,Gale crater
2611,Mount_Katahdin,Gale crater,Gale crater
2612,Mount_Katahdin,Gale crater,Gale crater
2613,Mount_Katahdin,Gale crater,Gale crater
2614,Mount_Katahdin,Gale crater,Gale crater
2615,Mount_Katahdin,Gale crater,Gale crater
2616,Tumbledown_Mountain,Gale crater,Gale crater
2617,Tumbledown_Mountain,Gale crater,Gale crater
2618,Tumbledown_Mountain,Gale crater,Gale crater
2619,Tumbledown_Mountain,Gale crater,Gale crater
2620,Tumbledown_Mountain,Gale crater,Gale crater
2621,Elephant_Mountain,Gale crater,Gale crater
2622,Elephant_Mountain,Gale crater,Gale crater
2623,Elephant_Mountain,Gale crater,Gale crater
2624,Elephant_Mountain,Gale crater,Gale crater
2625,Elephant_Mountain,Gale crater,Gale crater
2626,Canoe_Point,Gale crater,Gale crater
2627,North_Brother,Gale crater,Gale crater
2628,North_Brother,Gale crater,Gale crater
2629,North_Brother,Gale crater,Gale crater
2630,North_Brother,Gale crater,Gale crater
2631,North_Brother,Gale crater,Gale crater
2632,Avery_Peak_ccam,Gale crater,Gale crater
2633,Avery_Peak_ccam,Gale crater,Gale crater
2634,Kamankeag,Gale crater,Gale crater
2635,Kamankeag,Gale crater,Gale crater
2636,Kamankeag,Gale crater,Gale crater
2637,Kamankeag,Gale crater,Gale crater
2638,Hamlin_Peak,Gale crater,Gale crater
2639,Hamlin_Peak,Gale crater,Gale crater
2640,Hamlin_Peak,Gale crater,Gale crater
2641,Hamlin_Peak,Gale crater,Gale crater
2642,aegis_post_1660a,Gale crater,Gale crater
2643,aegis_post_1660b,Gale crater,Gale crater
2644,aegis_post_1660b,Gale crater,Gale crater
2645,aegis_post_1662a,Gale crater,Gale crater
2646,aegis_post_1662a,Gale crater,Gale crater
2647,aegis_post_1662a,Gale crater,Gale crater
2648,aegis_post_1662a,Gale crater,Gale crater
2649,Great_Wass_Island,Gale crater,Gale crater
2650,Great_Wass_Island,Gale crater,Gale crater
2651,Baldpate_Mountain,Gale crater,Gale crater
2652,Baldpate_Mountain,Gale crater,Gale crater
2653,Baldpate_Mountain,Gale crater,Gale crater
2654,Baldpate_Mountain,Gale crater,Gale crater
2655,Baldpate_Mountain,Gale crater,Gale crater
2656,Chebeague_Island,Gale crater,Gale crater
2657,Chebeague_Island,Gale crater,Gale crater
2658,Chebeague_Island,Gale crater,Gale crater
2659,Chebeague_Island,Gale crater,Gale crater
2660,Chebeague_Island,Gale crater,Gale crater
2661,aegis_post_1665b,Gale crater,Gale crater
2662,Ingalls_Island,Gale crater,Gale crater
2663,Ingalls_Island,Gale crater,Gale crater
2664,Ingalls_Island,Gale crater,Gale crater
2665,Ingalls_Island,Gale crater,Gale crater
2666,Ingalls_Island,Gale crater,Gale crater
2667,Ingalls_Island,Gale crater,Gale crater
2668,Ingalls_Island,Gale crater,Gale crater
2669,Bunker_Cove,Gale crater,Gale crater
2670,Bunker_Cove,Gale crater,Gale crater
2671,Bunker_Cove,Gale crater,Gale crater
2672,Bunker_Cove,Gale crater,Gale crater
2673,Bunker_Cove,Gale crater,Gale crater
2674,Cromwell_Cove,Gale crater,Gale crater
2675,Cromwell_Cove,Gale crater,Gale crater
2676,aegis_post_1666a,Gale crater,Gale crater
2677,Crabtree_Neck,Gale crater,Gale crater
2678,Crabtree_Neck,Gale crater,Gale crater
2679,Crabtree_Neck,Gale crater,Gale crater
2680,Crabtree_Neck,Gale crater,Gale crater
2681,Waukeah_Neck,Gale crater,Gale crater
2682,Waukeah_Neck,Gale crater,Gale crater
2683,Waukeah_Neck,Gale crater,Gale crater
2684,Waukeah_Neck,Gale crater,Gale crater
2685,Waukeah_Neck,Gale crater,Gale crater
2686,Waukeah_Neck,Gale crater,Gale crater
2687,Morancy_Stream_ccam,Gale crater,Gale crater
2688,Morancy_Stream_ccam,Gale crater,Gale crater
2689,aegis_post_1670a,Gale crater,Gale crater
2690,aegis_post_1670a,Gale crater,Gale crater
2691,aegis_post_1670a,Gale crater,Gale crater
2692,aegis_post_1670a,Gale crater,Gale crater
2693,Deer_Isle_ccam,Gale crater,Gale crater
2694,Deer_Isle_ccam,Gale crater,Gale crater
2695,Deer_Isle_ccam,Gale crater,Gale crater
2696,Chimney_Peak,Gale crater,Gale crater
2697,Chimney_Peak,Gale crater,Gale crater
2698,Chimney_Peak,Gale crater,Gale crater
2699,Chimney_Peak,Gale crater,Gale crater
2700,Chimney_Peak,Gale crater,Gale crater
2701,Chimney_Peak,Gale crater,Gale crater
2702,Chimney_Peak,Gale crater,Gale crater
2703,Chimney_Peak,Gale crater,Gale crater
2704,Chimney_Peak,Gale crater,Gale crater
2705,aegis_post_1673a,Gale crater,Gale crater
2706,aegis_post_1673a,Gale crater,Gale crater
2707,aegis_post_1673a,Gale crater,Gale crater
2708,aegis_post_1673a,Gale crater,Gale crater
2709,aegis_post_1673a,Gale crater,Gale crater
2710,aegis_post_1673a,Gale crater,Gale crater
2711,aegis_post_1673a,Gale crater,Gale crater
2712,aegis_post_1673a,Gale crater,Gale crater
2713,aegis_post_1673a,Gale crater,Gale crater
2714,South_Brother,Gale crater,Gale crater
2715,South_Brother,Gale crater,Gale crater
2716,South_Brother,Gale crater,Gale crater
2717,South_Brother,Gale crater,Gale crater
2718,South_Brother,Gale crater,Gale crater
2719,South_Brother,Gale crater,Gale crater
2720,South_Brother,Gale crater,Gale crater
2721,South_Brother,Gale crater,Gale crater
2722,Lookout_Point,Gale crater,Gale crater
2723,Lookout_Point,Gale crater,Gale crater
2724,Lookout_Point,Gale crater,Gale crater
2725,Lookout_Point,Gale crater,Gale crater
2726,Lookout_Point,Gale crater,Gale crater
2727,Lookout_Point,Gale crater,Gale crater
2728,Lookout_Point,Gale crater,Gale crater
2729,Lookout_Point,Gale crater,Gale crater
2730,Lookout_Point,Gale crater,Gale crater
2731,Back_Cove,Gale crater,Gale crater
2732,Back_Cove,Gale crater,Gale crater
2733,Back_Cove,Gale crater,Gale crater
2734,Back_Cove,Gale crater,Gale crater
2735,Back_Cove,Gale crater,Gale crater
2736,Back_Cove,Gale crater,Gale crater
2737,Back_Cove,Gale crater,Gale crater
2738,Back_Cove,Gale crater,Gale crater
2739,Back_Cove,Gale crater,Gale crater
2740,Back_Cove,Gale crater,Gale crater
2741,aegis_post_1676a,Gale crater,Gale crater
2742,Hancock_Point,Gale crater,Gale crater
2743,Crocker_Mountain,Gale crater,Gale crater
2744,Crocker_Mountain,Gale crater,Gale crater
2745,Crocker_Mountain,Gale crater,Gale crater
2746,aegis_post_1678a,Gale crater,Gale crater
2747,aegis_post_1678b,Gale crater,Gale crater
2748,aegis_post_1678b,Gale crater,Gale crater
2749,aegis_post_1678b,Gale crater,Gale crater
2750,aegis_post_1678b,Gale crater,Gale crater
2751,aegis_post_1678b,Gale crater,Gale crater
2752,aegis_post_1678b,Gale crater,Gale crater
2753,aegis_post_1678b,Gale crater,Gale crater
2754,Maple_Spring_ccam,Gale crater,Gale crater
2755,Maple_Spring_ccam,Gale crater,Gale crater
2756,Maple_Spring_ccam,Gale crater,Gale crater
2757,Maple_Spring_ccam,Gale crater,Gale crater
2758,Maple_Spring_ccam,Gale crater,Gale crater
2759,aegis_post_1679a,Gale crater,Gale crater
2760,aegis_post_1679a,Gale crater,Gale crater
2761,aegis_post_1679a,Gale crater,Gale crater
2762,aegis_post_1679a,Gale crater,Gale crater
2763,aegis_post_1679a,Gale crater,Gale crater
2764,aegis_post_1679a,Gale crater,Gale crater
2765,aegis_post_1679a,Gale crater,Gale crater
2766,Norwood_Cove,Gale crater,Gale crater
2767,Browns_Brook,Gale crater,Gale crater
2768,aegis_post_1680a,Gale crater,Gale crater
2769,aegis_post_1680a,Gale crater,Gale crater
2770,aegis_post_1680a,Gale crater,Gale crater
2771,aegis_post_1680a,Gale crater,Gale crater
2772,aegis_post_1680a,Gale crater,Gale crater
2773,aegis_post_1680a,Gale crater,Gale crater
2774,aegis_post_1680a,Gale crater,Gale crater
2775,Duck_Brook_Bridge_ccam,Gale crater,Gale crater
2776,Duck_Brook_Bridge_ccam,Gale crater,Gale crater
2777,Duck_Brook_Bridge_ccam,Gale crater,Gale crater
2778,Duck_Brook_Bridge_ccam,Gale crater,Gale crater
2779,Waterfall_Bridge,Gale crater,Gale crater
2780,Waterfall_Bridge,Gale crater,Gale crater
2781,Waterfall_Bridge,Gale crater,Gale crater
2782,Waterfall_Bridge,Gale crater,Gale crater
2783,Waterfall_Bridge,Gale crater,Gale crater
2784,Waterfall_Bridge,Gale crater,Gale crater
2785,Waterfall_Bridge,Gale crater,Gale crater
2786,Waterfall_Bridge,Gale crater,Gale crater
2787,Waterfall_Bridge,Gale crater,Gale crater
2788,Waterfall_Bridge,Gale crater,Gale crater
2789,Waterfall_Bridge,Gale crater,Gale crater
2790,Waterfall_Bridge,Gale crater,Gale crater
2791,Waterfall_Bridge,Gale crater,Gale crater
2792,Waterfall_Bridge,Gale crater,Gale crater
2793,Waterfall_Bridge,Gale crater,Gale crater
2794,Waterfall_Bridge,Gale crater,Gale crater
